trajectory_id,experiment_id,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,mass_kg,radius_m
RF16W200r1,chant_sura_2020_first_flight_subset,2793260.85,1180275.93,2380.85,1.17599999905,-4.33600000013,-4.23375,210,0.265790716577
RF16W800r1,chant_sura_2020_first_flight_subset,2793260.85,1180275.93,2380.85,0.298076923131,-1.15096153839,3.74082980769,780,0.411621682981
RF18W200r1,chant_sura_2020_first_flight_subset,2793260.85,1180275.93,2380.85,0.685454545204,-1.20363636366,3.89004545455,210,0.265790716577
